Title,Priority,Precondition,Description,CreatedAt,UpdatedAt,ModuleID,TestPlanID
Verify search functionality handles empty query,Medium,User is on the product details page,Enter search query and verify correct products are displayed.,2021-12-06T06:24:33Z,2024-02-08T03:44:14Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify search functionality handles empty query,High,User has items in the shopping cart,View product reviews and verify they are displayed correctly.,2021-10-19T14:21:43Z,2023-06-27T20:26:34Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify user can add product to cart,High,User is on the product details page,Enter valid payment details and verify successful purchase completion.,2021-08-16T21:26:41Z,2023-07-27T01:31:40Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify search functionality returns correct results,High,User is on the login page,Check if product reviews are sorted by date in descending order.,2022-02-23T03:00:07Z,2023-10-18T08:52:25Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify product details are displayed correctly,Low,User is on the currency conversion page,Enter EUR amount and verify accurate conversion to USD.,2021-11-25T14:13:23Z,2023-08-02T17:11:27Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify user can add product to cart,Low,User is on the login page,Check if product reviews are sorted by date in descending order.,2022-07-18T18:42:04Z,2023-07-15T23:53:30Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify login with valid credentials,Medium,User is on the checkout page,Enter valid username and password and verify successful login.,2022-05-07T03:49:26Z,2024-01-04T02:15:57Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify currency conversion accuracy for EUR to USD,Low,User is on the product details page,Enter USD amount and verify accurate conversion to EUR.,2021-09-17T03:08:07Z,2023-09-11T05:27:29Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify user can proceed to checkout,Low,User is on the registration page,View product details and verify all information is displayed correctly.,2021-10-12T11:49:23Z,2024-03-31T11:21:57Z,666017adf902b,66601d7f32c5408430429d1a
Verify login with valid credentials,High,User is on the registration page,Enter invalid product ID and verify appropriate message is displayed.,2021-04-03T22:10:32Z,2024-08-03T07:15:06Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify login with invalid credentials,Medium,User has items in the shopping cart,Check if product images are displayed correctly and in high resolution.,2021-03-03T05:44:46Z,2023-02-19T13:37:20Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,Low,User is on the checkout page,Enter valid username and password and verify successful login.,2021-06-10T20:09:07Z,2024-08-20T13:27:03Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify currency conversion accuracy for USD to EUR,High,User is on the checkout page,Enter valid username and password and verify successful login.,2021-12-16T20:09:01Z,2024-07-28T04:03:30Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify product details page handles invalid product ID,Medium,User is on the login page,Enter invalid product ID and verify appropriate message is displayed.,2021-11-20T08:15:41Z,2023-10-19T05:01:38Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify product details are displayed correctly,High,User has items in the shopping cart,Check if product images are displayed correctly and in high resolution.,2021-11-21T11:18:41Z,2023-08-06T21:30:41Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify product availability status is accurate,Medium,User is on the currency conversion page,Attempt to add product to cart and verify success message is displayed.,2022-01-13T14:21:02Z,2023-04-25T21:50:22Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify login with valid credentials,Medium,User is on the currency conversion page,Check if product images are displayed correctly and in high resolution.,2022-04-26T22:19:16Z,2023-05-25T12:10:33Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify product reviews are sorted by date,Medium,User is on the product details page,Enter USD amount and verify accurate conversion to EUR.,2022-02-07T20:54:24Z,2024-07-02T05:39:58Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify registration with invalid data,Medium,User is on the login page,Check if product reviews are sorted by date in descending order.,2021-10-06T04:02:12Z,2024-02-17T00:05:01Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify login with invalid credentials,Medium,User has items in the shopping cart,Enter invalid data and verify error message.,2021-10-08T10:54:53Z,2023-09-20T02:28:04Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify user can proceed to checkout,Medium,User is on the login page,Attempt to add product to cart and verify success message is displayed.,2021-06-22T05:33:44Z,2023-04-03T00:37:10Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify user can proceed to checkout,Medium,User is on the product search page,View product details and verify all information is displayed correctly.,2022-10-02T09:09:49Z,2023-01-26T17:55:52Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify user can apply discount code,High,User has items in the shopping cart,Check if product price is displayed accurately with correct currency format.,2021-05-27T02:08:44Z,2024-06-25T04:13:02Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify login with invalid credentials,Low,User has items in the shopping cart,Enter EUR amount and verify accurate conversion to USD.,2022-11-21T06:34:53Z,2024-05-22T12:45:58Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify login with invalid credentials,Medium,User is on the product search page,Enter valid payment details and verify successful purchase completion.,2022-07-28T06:27:03Z,2024-04-07T15:34:04Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify product images are displayed correctly,Medium,User is on the checkout page,Check if product images are displayed correctly and in high resolution.,2022-10-09T19:58:52Z,2024-08-13T16:45:06Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product availability status is accurate,High,User is on the product search page,Enter invalid username and password and verify error message.,2022-02-12T12:05:00Z,2023-12-02T22:04:01Z,666017adf902b,66601d7f32c5408430429d19
Verify user can apply discount code,Low,User is on the checkout page,Leave search query empty and verify appropriate message is displayed.,2021-02-11T04:05:43Z,2023-02-04T16:08:51Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify registration with invalid data,Low,User is on the product search page,Enter valid username and password and verify successful login.,2021-10-09T20:47:29Z,2024-08-02T17:11:48Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify product details page handles invalid product ID,Medium,User is on the registration page,Enter valid data and verify successful registration.,2021-02-25T20:29:57Z,2023-04-09T13:33:21Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify currency conversion accuracy for USD to EUR,Medium,User is on the product details page,Enter invalid data and verify error message.,2022-04-23T14:32:48Z,2024-03-03T13:49:36Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify user can add product to cart,Medium,User is on the product search page,Enter invalid product ID and verify appropriate message is displayed.,2022-06-26T10:17:57Z,2023-07-22T18:23:56Z,666017adf902b,66601d7f32c5408430429d1a
Verify login with invalid credentials,Low,User has items in the shopping cart,View product reviews and verify they are displayed correctly.,2021-10-17T08:58:58Z,2023-06-21T17:02:25Z,666017adf902b,66601d7f32c5408430429d1b
Verify product images are displayed correctly,High,User has items in the shopping cart,Enter invalid username and password and verify error message.,2021-07-17T16:54:06Z,2024-03-17T10:47:37Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify product price is displayed correctly,High,User is on the product details page,Enter invalid product ID and verify appropriate message is displayed.,2022-12-29T22:36:57Z,2023-06-06T05:10:59Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify search functionality handles empty query,Medium,User is on the login page,Check if product reviews are sorted by date in descending order.,2022-06-06T04:38:39Z,2023-10-07T04:24:47Z,666017adf902b,66601d7f32c5408430429d19
Verify search functionality handles empty query,Medium,User is on the product details page,Check if product reviews are sorted by date in descending order.,2022-06-01T10:10:08Z,2023-06-12T12:48:11Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify search functionality handles empty query,High,User is on the currency conversion page,Attempt to remove product from cart and verify success message is displayed.,2022-08-15T02:37:25Z,2023-05-04T04:41:49Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify user can apply discount code,High,User has items in the shopping cart,Check if product images are displayed correctly and in high resolution.,2022-04-23T17:30:17Z,2024-07-14T03:31:00Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify product details page handles invalid product ID,Medium,User is on the registration page,Check if product reviews are sorted by date in descending order.,2022-03-23T18:58:51Z,2024-08-17T15:31:25Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1a
Verify login with valid credentials,Medium,User has items in the shopping cart,Enter invalid product ID and verify appropriate message is displayed.,2022-01-01T10:03:56Z,2024-05-13T10:38:05Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,Medium,User is on the login page,Enter valid payment details and verify successful purchase completion.,2022-08-28T01:58:21Z,2023-11-19T11:50:10Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify user can apply discount code,Medium,User is on the product details page,Enter EUR amount and verify accurate conversion to USD.,2021-01-15T09:02:08Z,2023-10-24T04:27:36Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify user can proceed to checkout,Low,User is on the product details page,Enter USD amount and verify accurate conversion to EUR.,2022-10-19T16:50:01Z,2023-08-20T02:59:09Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify login with invalid credentials,Medium,User is on the currency conversion page,Enter invalid data and verify error message.,2022-10-11T11:59:57Z,2023-01-15T01:45:07Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify registration with valid data,High,User is on the checkout page,Enter USD amount and verify accurate conversion to EUR.,2022-10-27T12:15:30Z,2023-02-12T00:45:27Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify user can complete purchase,High,User is on the product search page,Leave search query empty and verify appropriate message is displayed.,2021-09-16T19:19:42Z,2023-10-28T03:08:47Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,Low,User has items in the shopping cart,Check if product images are displayed correctly and in high resolution.,2022-02-22T04:28:23Z,2024-06-10T05:15:11Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify search functionality handles empty query,High,User is on the currency conversion page,Check if product images are displayed correctly and in high resolution.,2021-03-06T16:10:33Z,2024-05-14T21:14:10Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify currency conversion accuracy for USD to EUR,Low,User is on the registration page,Enter invalid username and password and verify error message.,2021-08-21T06:55:08Z,2023-07-06T02:13:54Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify product images are displayed correctly,Low,User is on the login page,Enter invalid product ID and verify appropriate message is displayed.,2022-03-09T00:08:54Z,2024-03-10T13:55:58Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify search functionality handles empty query,High,User is on the currency conversion page,View product reviews and verify they are displayed correctly.,2021-10-24T21:15:05Z,2023-12-28T05:35:59Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify product price is displayed correctly,Medium,User has items in the shopping cart,Attempt to remove product from cart and verify success message is displayed.,2022-07-18T18:37:06Z,2023-03-05T19:25:20Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify product details page handles invalid product ID,Medium,User is on the registration page,Enter invalid username and password and verify error message.,2022-08-06T06:33:49Z,2023-07-10T19:04:33Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify user can proceed to checkout,High,User is on the product search page,View product reviews and verify they are displayed correctly.,2022-05-04T20:53:51Z,2023-12-15T12:13:19Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1b
Verify product details are displayed correctly,Low,User is on the product search page,Enter valid data and verify successful registration.,2021-05-08T06:28:09Z,2024-06-22T09:21:57Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify user can complete purchase,Medium,User is on the product details page,Attempt to remove product from cart and verify success message is displayed.,2021-02-14T17:32:29Z,2023-10-22T15:11:30Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify login with valid credentials,Low,User is on the checkout page,View product details and verify all information is displayed correctly.,2022-08-04T06:28:00Z,2023-02-15T12:30:18Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify user can add product to cart,High,User is on the checkout page,Enter valid data and verify successful registration.,2022-06-19T02:30:48Z,2023-03-25T22:52:34Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify product price is displayed correctly,High,User is on the login page,Attempt to add product to cart and verify success message is displayed.,2021-11-04T23:08:31Z,2024-07-30T14:42:40Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify search functionality handles empty query,Medium,User is on the checkout page,Attempt to remove product from cart and verify success message is displayed.,2021-01-20T04:02:05Z,2023-07-07T00:31:28Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify user can remove product from cart,High,User is on the login page,Enter EUR amount and verify accurate conversion to USD.,2021-01-27T00:20:34Z,2023-02-21T04:09:45Z,666017adf902bdf00016abc5,66601d7f32c5408430429d1a
Verify currency conversion accuracy for USD to EUR,Medium,User is on the login page,View product reviews and verify they are displayed correctly.,2021-08-15T20:33:24Z,2023-08-18T16:24:55Z,666017adf902b,66601d7f32c5408430429d1a
Verify product details are displayed correctly,Low,User is on the product details page,Leave search query empty and verify appropriate message is displayed.,2021-08-07T06:46:14Z,2023-12-02T23:00:12Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1b
Verify product price is displayed correctly,Medium,User is on the product details page,Enter valid payment details and verify successful purchase completion.,2022-12-23T07:25:40Z,2024-05-12T05:44:24Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify search functionality handles empty query,Low,User is on the currency conversion page,Enter invalid data and verify error message.,2022-12-06T11:33:47Z,2023-02-26T16:29:23Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,High,User is on the registration page,Enter valid username and password and verify successful login.,2022-08-08T10:02:57Z,2023-05-29T10:38:27Z,666017adf902bdf00016abc4,66601d7f32c5408430429d19
Verify user can remove product from cart,High,User is on the registration page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2022-09-13T07:02:30Z,2024-04-08T07:50:38Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify login with invalid credentials,Low,User is on the registration page,Check if product availability status is updated in real-time.,2022-09-14T19:47:19Z,2023-03-03T07:25:53Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify registration with invalid data,High,User is on the login page,Check if product reviews are sorted by date in descending order.,2022-05-09T19:21:39Z,2024-02-10T17:56:39Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify search functionality returns correct results,Low,User is on the product details page,Enter valid data and verify successful registration.,2021-08-11T14:51:16Z,2023-04-16T21:17:17Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify user can add product to cart,Medium,User is on the registration page,Enter invalid username and password and verify error message.,2022-01-17T07:20:51Z,2023-11-08T01:05:59Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify registration with valid data,High,User is on the login page,Enter invalid data and verify error message.,2022-02-27T11:17:55Z,2023-01-14T11:00:07Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,Medium,User is on the checkout page,Enter invalid username and password and verify error message.,2022-09-21T01:06:19Z,2024-02-21T12:24:17Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify user can apply discount code,High,User is on the checkout page,View product details and verify all information is displayed correctly.,2021-01-21T17:40:09Z,2023-01-19T22:25:50Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify search functionality handles empty query,High,User has items in the shopping cart,Enter search query and verify correct products are displayed.,2022-03-23T12:04:51Z,2023-03-31T13:38:57Z,666017adf902b,66601d7f32c5408430429d1b
Verify registration with valid data,High,User is on the checkout page,Enter valid data and verify successful registration.,2022-10-17T11:46:57Z,2023-07-03T00:31:51Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify product images are displayed correctly,Low,User is on the product details page,Enter invalid username and password and verify error message.,2022-08-20T20:36:22Z,2024-05-16T09:51:45Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify currency conversion accuracy for USD to EUR,Low,User has items in the shopping cart,Enter USD amount and verify accurate conversion to EUR.,2022-05-05T19:32:04Z,2024-08-22T03:23:10Z,666017adf902b,66601d7f32c5408430429d1b
Verify search functionality returns correct results,Low,User is on the currency conversion page,Attempt to remove product from cart and verify success message is displayed.,2022-07-20T17:29:57Z,2023-03-23T06:16:54Z,666017adf902b,66601d7f32c5408430429d1a
Verify registration with valid data,High,User is on the login page,View product details and verify all information is displayed correctly.,2021-03-19T13:30:47Z,2023-10-05T03:39:45Z,666017adf902b,66601d7f32c5408430429d1a
Verify login with valid credentials,Low,User is on the registration page,Attempt to add product to cart and verify success message is displayed.,2021-05-01T02:48:31Z,2024-03-22T06:33:51Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify login with invalid credentials,High,User is on the product search page,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-01-29T05:26:13Z,2023-03-19T03:00:08Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify currency conversion accuracy for USD to EUR,High,User is on the checkout page,View product reviews and verify they are displayed correctly.,2022-11-21T00:48:37Z,2023-11-24T06:35:48Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1b
Verify product details are displayed correctly,Low,User is on the checkout page,Check if product price is displayed accurately with correct currency format.,2022-03-19T01:16:19Z,2023-03-11T19:21:32Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify login with valid credentials,High,User is on the login page,Enter invalid username and password and verify error message.,2022-10-13T19:16:49Z,2023-11-09T20:56:55Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify registration with invalid data,Medium,User is on the product details page,Attempt to remove product from cart and verify success message is displayed.,2021-07-04T16:50:39Z,2024-07-03T19:20:40Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify product price is displayed correctly,High,User is on the login page,Enter valid payment details and verify successful purchase completion.,2022-03-08T06:50:58Z,2024-06-15T21:59:35Z,666017adf902b,66601d7f32c5408430429d1b
Verify user can remove product from cart,High,User is on the login page,Enter invalid username and password and verify error message.,2021-01-20T23:11:41Z,2023-01-07T09:24:51Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product availability status is accurate,High,User is on the registration page,View product details and verify all information is displayed correctly.,2022-09-20T22:29:40Z,2023-10-31T16:05:38Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify login with invalid credentials,Medium,User is on the checkout page,Enter EUR amount and verify accurate conversion to USD.,2021-10-30T10:42:18Z,2024-04-21T03:18:55Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify user can add product to cart,Low,User is on the login page,Check if product price is displayed accurately with correct currency format.,2022-08-21T06:21:55Z,2023-04-19T06:45:34Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify product price is displayed correctly,High,User is on the product search page,Check if product price is displayed accurately with correct currency format.,2022-12-11T16:10:05Z,2024-04-20T01:58:33Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify search functionality returns correct results,Low,User is on the registration page,Check if product reviews are sorted by date in descending order.,2021-09-13T11:25:57Z,2023-10-26T14:32:38Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1b
Verify product details page handles invalid product ID,Low,User is on the currency conversion page,Enter valid data and verify successful registration.,2021-03-19T05:35:39Z,2023-03-23T14:04:30Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify product details page handles invalid product ID,High,User is on the currency conversion page,Attempt to remove product from cart and verify success message is displayed.,2022-07-30T00:26:07Z,2023-09-26T17:56:12Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify product availability status is accurate,Low,User is on the checkout page,Enter valid username and password and verify successful login.,2021-06-12T11:45:47Z,2023-08-09T04:51:38Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify search functionality handles empty query,Low,User is on the checkout page,Enter valid data and verify successful registration.,2022-04-11T11:19:23Z,2023-10-01T02:33:54Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1a
Verify product details page handles invalid product ID,Medium,User is on the product details page,Enter search query and verify correct products are displayed.,2022-12-02T07:41:08Z,2024-01-21T05:02:58Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify user can proceed to checkout,Low,User is on the checkout page,Enter USD amount and verify accurate conversion to EUR.,2021-07-16T17:15:15Z,2023-12-25T05:56:13Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify registration with invalid data,Low,User is on the product details page,Check if product reviews are sorted by date in descending order.,2021-02-16T02:44:07Z,2023-10-02T09:06:36Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify search functionality returns correct results,Medium,User is on the currency conversion page,Enter invalid data and verify error message.,2021-12-08T00:19:50Z,2024-03-24T21:21:00Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify user can proceed to checkout,Medium,User is on the login page,Enter valid username and password and verify successful login.,2022-02-23T03:14:48Z,2024-03-23T04:05:11Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify currency conversion accuracy for EUR to USD,Low,User is on the registration page,Check if product images are displayed correctly and in high resolution.,2022-07-23T20:08:45Z,2023-07-30T13:25:59Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify user can proceed to checkout,Medium,User is on the login page,Enter EUR amount and verify accurate conversion to USD.,2022-01-03T10:25:24Z,2024-07-16T09:58:46Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify login with valid credentials,Low,User is on the product search page,Enter invalid product ID and verify appropriate message is displayed.,2021-04-30T07:12:15Z,2023-07-18T12:14:23Z,666017adf902bdf00016abc4,66601d7f32c5408430429d1a
Verify product price is displayed correctly,Low,User is on the login page,Check if product availability status is updated in real-time.,2022-07-30T15:19:53Z,2024-08-18T10:32:14Z,666017adf902b,66601d7f32c5408430429d19
Verify currency conversion accuracy for EUR to USD,High,User is on the product details page,View product reviews and verify they are displayed correctly.,2022-12-26T14:19:58Z,2023-02-08T22:40:44Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1a
Verify login with invalid credentials,Low,User is on the currency conversion page,Enter valid data and verify successful registration.,2021-03-21T12:02:47Z,2024-08-14T19:41:29Z,666017adf902bdf00016abc0,66601d7f32c5408430429d1b
Verify product availability status is accurate,High,User has items in the shopping cart,View product reviews and verify they are displayed correctly.,2022-10-09T18:38:19Z,2023-09-28T04:54:19Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify user can complete purchase,Low,User is on the product details page,Enter invalid username and password and verify error message.,2021-09-14T23:22:54Z,2024-02-21T17:06:57Z,666017adf902b,66601d7f32c5408430429d1a
Verify user can remove product from cart,Medium,User is on the product search page,View product reviews and verify they are displayed correctly.,2021-06-24T04:20:01Z,2024-07-07T13:00:43Z,666017adf902bdf00016abc5,66601d7f32c5408430429d19
Verify product reviews are sorted by date,Medium,User has items in the shopping cart,Enter valid username and password and verify successful login.,2021-08-10T06:47:38Z,2023-08-26T18:43:13Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify registration with invalid data,High,User is on the product search page,Check if product availability status is updated in real-time.,2022-06-27T18:14:48Z,2023-07-20T05:17:12Z,666017adf902bdf00016abc6,66601d7f32c5408430429d19
Verify product images are displayed correctly,High,User is on the checkout page,Enter valid payment details and verify successful purchase completion.,2021-03-18T08:35:00Z,2024-03-13T02:43:32Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
Verify user can remove product from cart,Low,User is on the product details page,Enter valid username and password and verify successful login.,2021-08-25T23:51:55Z,2024-04-02T05:21:10Z,666017adf902bdf00016abc1,66601d7f32c5408430429d19
Verify product reviews are sorted by date,Medium,User is on the registration page,Check if product reviews are sorted by date in descending order.,2022-08-18T17:35:06Z,2023-01-06T14:23:30Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify product price is displayed correctly,Medium,User is on the currency conversion page,Leave search query empty and verify appropriate message is displayed.,2022-02-07T19:45:47Z,2023-01-22T00:54:47Z,666017adf902b,66601d7f32c5408430429d1a
Verify login with valid credentials,High,User is on the product search page,Enter USD amount and verify accurate conversion to EUR.,2021-04-25T12:34:02Z,2023-07-14T18:19:08Z,666017adf902bdf00016abc3,66601d7f32c5408430429d1a
Verify login with valid credentials,High,User is on the login page,Enter valid username and password and verify successful login.,2022-10-12T09:25:20Z,2024-03-27T05:38:36Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify user can proceed to checkout,High,User is on the checkout page,Attempt to add product to cart and verify success message is displayed.,2022-02-24T21:40:06Z,2023-08-28T20:12:22Z,666017adf902bdf00016abc8,66601d7f32c5408430429d1b
Verify user can complete purchase,Medium,User is on the product details page,Leave search query empty and verify appropriate message is displayed.,2022-09-06T17:27:32Z,2023-02-04T05:24:30Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify user can add product to cart,Medium,User is on the checkout page,Attempt to remove product from cart and verify success message is displayed.,2022-04-24T09:31:09Z,2023-07-14T23:35:53Z,666017adf902bdf00016abc2,66601d7f32c5408430429d19
Verify search functionality handles empty query,Medium,User has items in the shopping cart,Check if product availability status is updated in real-time.,2021-03-14T23:59:31Z,2024-02-29T02:30:01Z,666017adf902bdf00016abc3,66601d7f32c5408430429d19
Verify search functionality returns correct results,High,User is on the login page,Leave search query empty and verify appropriate message is displayed.,2022-11-02T16:24:21Z,2024-08-17T14:41:53Z,666017adf902bdf00016abc7,66601d7f32c5408430429d19
Verify user can complete purchase,High,User is on the checkout page,Attempt to remove product from cart and verify success message is displayed.,2022-09-22T16:12:01Z,2023-06-25T19:31:29Z,666017adf902bdf00016abc0,66601d7f32c5408430429d19
Verify currency conversion accuracy for USD to EUR,Medium,User is on the product search page,View product details and verify all information is displayed correctly.,2021-06-19T14:18:39Z,2024-05-24T07:01:56Z,666017adf902b,66601d7f32c5408430429d1b
Verify user can proceed to checkout,Low,User is on the currency conversion page,Enter invalid data and verify error message.,2022-10-30T23:11:26Z,2023-07-23T06:37:34Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1b
Verify user can add product to cart,Low,User is on the currency conversion page,Enter invalid data and verify error message.,2022-12-10T10:45:15Z,2023-08-16T19:43:06Z,666017adf902bdf00016abc1,66601d7f32c5408430429d1b
Verify registration with invalid data,High,User is on the login page,Check if product reviews are sorted by date in descending order.,2021-08-11T12:01:27Z,2024-03-17T19:51:30Z,666017adf902bdf00016abc2,66601d7f32c5408430429d1a
Verify product reviews are displayed correctly,High,User is on the currency conversion page,Enter valid data and verify successful registration.,2022-11-16T07:33:16Z,2023-01-10T19:10:52Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1b
Verify user can proceed to checkout,Low,User is on the product search page,Attempt to remove product from cart and verify success message is displayed.,2021-09-08T16:36:06Z,2023-10-23T23:41:58Z,666017adf902bdf00016abc8,66601d7f32c5408430429d19
Verify product price is displayed correctly,Medium,User has items in the shopping cart,Attempt to proceed to checkout and verify correct redirection to checkout page. Enter valid discount code and verify discount is applied correctly.,2021-10-05T06:52:27Z,2023-10-01T15:01:28Z,666017adf902b,66601d7f32c5408430429d19
Verify registration with invalid data,Medium,User is on the product details page,Leave search query empty and verify appropriate message is displayed.,2022-10-26T16:57:36Z,2023-05-19T22:23:19Z,666017adf902bdf00016abc6,66601d7f32c5408430429d1a
Verify user can remove product from cart,Medium,User has items in the shopping cart,Attempt to add product to cart and verify success message is displayed.,2021-10-06T18:28:46Z,2023-12-07T02:09:28Z,666017adf902b,66601d7f32c5408430429d19
Verify product images are displayed correctly,Medium,User is on the product search page,Enter invalid product ID and verify appropriate message is displayed.,2022-06-22T15:23:41Z,2023-11-25T15:12:26Z,666017adf902bdf00016abc7,66601d7f32c5408430429d1a
