timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1724655303132,1159,Add requirement-153,401,Unauthorized,Spike test 1-20,text,false,,796,1359,26,26,https://signaler-pa.clients6.google.com/punctual/v1/chooseServer?key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ,1159,0,0
1724655303122,1174,Add requirement-153,401,Unauthorized,Spike test 1-21,text,false,,796,1359,26,26,https://signaler-pa.clients6.google.com/punctual/v1/chooseServer?key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ,1174,0,0
1724655304194,107,Add requirement-143,200,OK,Spike test 1-10,text,true,,3209,1050,26,26,https://assets.msn.com/content/v1/cms/api/amp/Document/BBIcbQS?akmprotocol=h2,107,0,69
1724655304181,123,Add requirement-148,200,OK,Spike test 1-11,,true,,1171,1451,26,26,https://common.online.office.com/suite/RemoteTelemetry.ashx?usid=88c0e468-4324-5dad-53f0-3a0b340b744e,123,0,89
1724655304127,181,Add requirement-152,400,Bad Request,Spike test 1-16,text,false,,1955,1383,26,26,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=LtEtFdAiucjAzro1BxYkQ6gkR0Gc8uyVTPG2HtsAVSo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=rpc&SID=kMD0fAWYhnTLCgbn185Ofg&AID=45&CI=0&TYPE=xmlhttp&zx=qctzjsla2ybd&t=4,181,0,0
1724655304281,33,Logout-169,204,No Content,Spike test 1-27,text,true,,391,1929,26,26,"https://video.google.com/api/stats/qoe?fmt=137&afmt=140&cpn=ffkXBc4gPbSRuVEQ&el=preview&ns=gd&fexp=v1%2C24004644%2C434717%2C60172%2C67154%2C26443548%2C7111%2C24166%2C12177%2C9954%2C1192%2C33462%2C2%2C2871%2C6487%2C8410%2C29151%2C2197%2C9996%2C1103%2C6953%2C11044%2C502%2C1969%2C7546%2C17801%2C12945%2C11076%2C2%2C2126%2C1336%2C4203%2C2%2C1823%2C3186%2C2912%2C4799%2C7%2C1022%2C1741%2C327%2C14%2C141%2C3685%2C5%2C403%2C649%2C932%2C187%2C605%2C5573%2C5511%2C545%2C1303%2C280%2C3726%2C2521&cl=665637979&seq=33&event=streamingstats&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf&qclc=ChBmZmtYQmM0Z1BiU1J1VkVRECE&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&bwe=972.848:6082874,972.848:6082874,973.281:6082874,973.282:6082874,980.313:6082874&bat=972.848:1:1,972.848:1:1,973.281:1:1,973.282:1:1,980.313:1:1&vis=972.848:0,973.281:3&cmt=972.848:724.260,972.848:724.260,973.281:724.260,973.282:724.260,980.313:724.260&bh=972.848:747.300,972.848:747.300,973.281:747.300,973.282:747.300,980.313:747.300",0,0,0
1724655304251,74,Login-139,200,OK,Spike test 1-5,text,true,,1154,967,26,26,https://beacons.gcp.gvt2.com/domainreliability/upload,74,0,51
1724655304303,32,Add requirement-149,204,No Content,Spike test 1-11,text,true,,391,1295,27,27,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=954.312&euri=https%3A%2F%2Fdrive.google.com%2F&lact=73790&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&afmt=140&idpj=-1&ldpj=-3&rti=954&st=724.26&et=724.26&muted=0&vis=3&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,0
1724655304300,37,Add requirement-144,200,OK,Spike test 1-10,text,true,,2903,1034,27,27,https://assets.msn.com/content/v1/cms/api/amp/Document/AAPDEK,37,0,0
1724655304296,85,Add requirement-154,200,OK,Spike test 1-21,text,true,,1220,2500,27,27,https://youtube.googleapis.com/youtubei/v1/log_event?alt=json&key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,85,0,51
1724655304326,72,Login-140,204,No Content,Spike test 1-5,text,true,,391,1297,27,27,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=914.321&euri=https%3A%2F%2Fdrive.google.com%2F&lact=33799&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&rtn=954&afmt=140&idpj=-1&ldpj=-3&rti=914&st=721.96&et=724.26&muted=0&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,48
1724655304207,193,Add requirement-160,400,Bad Request,Spike test 1-23,text,false,,1955,1055,27,27,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=jWCCJ6W7F4rs0DW3J4hOU-Bv-HV3Vhl8o8QwE_SpVSA&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=rpc&SID=9Aq_bFFVYcaqemOwcND3sQ&AID=45&CI=0&TYPE=xmlhttp&zx=v3zuq2bfjvdw&t=4,192,0,0
1724655304291,111,Add requirement-154,200,OK,Spike test 1-20,text,true,,1220,2500,27,27,https://youtube.googleapis.com/youtubei/v1/log_event?alt=json&key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,111,0,65
1724655303915,494,Logout-168,400,Exception while decoding the payload,Spike test 1-30,text,false,,532,8166,27,27,https://self.events.data.microsoft.com/OneCollector/1.0/,494,0,0
1724655304238,194,Add requirement-155,200,OK,Spike test 1-19,text,true,,489,968,27,27,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=m_l92DFpU0Vsa3akJ4vEk77-j2c7OhdOKLSw1RMbZHo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=31420&CVER=22&zx=feetkz1v15mi&t=1,194,0,0
1724655304408,33,Logout-170,200,OK,Spike test 1-30,text,true,,1154,760,27,27,https://beacons.gcp.gvt2.com/domainreliability/upload,33,0,0
1724655303883,558,Logout,,"Number of samples in transaction : 3, number of failing samples : 1",Spike test 1-30,,false,,2077,10855,27,27,null,527,1,0
1724655304338,104,Add requirement-146,204,No Content,Spike test 1-10,text,true,,1964,1282,27,27,https://translate.google.com/_/TranslateWebserverUi/gen204/?tmambps=0.008642518179161663&rtembps=-1&rttms=23.73285502320798&ct=undefined,0,0,64
1724655304079,384,Logout-168,400,Exception while decoding the payload,Spike test 1-29,text,false,,532,8166,27,27,https://self.events.data.microsoft.com/OneCollector/1.0/,383,0,0
1724655304330,143,Login-137,200,OK,Spike test 1-4,text,true,,1110,1913,27,27,https://play.google.com/log?format=json&hasfast=true&authuser=0,143,0,68
1724655304222,269,Add requirement-151,200,OK,Spike test 1-14,text,true,,463,983,27,27,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=LtEtFdAiucjAzro1BxYkQ6gkR0Gc8uyVTPG2HtsAVSo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=rpc&SID=kMD0fAWYhnTLCgbn185Ofg&AID=45&CI=0&TYPE=xmlhttp&zx=qctzjsla2ybd&t=4,269,0,65
1724655304474,35,Logout-170,200,OK,Spike test 1-29,text,true,,1154,760,27,27,https://beacons.gcp.gvt2.com/domainreliability/upload,35,0,0
1724655304054,444,Logout,,"Number of samples in transaction : 3, number of failing samples : 1",Spike test 1-29,,false,,2077,10855,27,27,null,418,12,0
1724655303365,1163,Add requirement-161,401,Unauthorized,Spike test 1-26,text,false,,796,1031,27,27,https://signaler-pa.clients6.google.com/punctual/v1/chooseServer?key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ,1163,0,0
1724655304443,100,Add requirement-147,307,Temporary Redirect,Spike test 1-10,text,true,,1213,925,27,27,https://beacons.gvt2.com/domainreliability/upload,100,0,68
1724655304381,199,Add requirement-155,200,OK,Spike test 1-21,text,true,,489,968,27,27,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=m_l92DFpU0Vsa3akJ4vEk77-j2c7OhdOKLSw1RMbZHo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=31420&CVER=22&zx=feetkz1v15mi&t=1,199,0,0
1724655304086,502,Logout-168,400,Exception while decoding the payload,Spike test 1-28,text,false,,532,8166,27,27,https://self.events.data.microsoft.com/OneCollector/1.0/,502,0,0
1724655304402,193,Add requirement-155,200,OK,Spike test 1-20,text,true,,489,968,27,27,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=m_l92DFpU0Vsa3akJ4vEk77-j2c7OhdOKLSw1RMbZHo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=31420&CVER=22&zx=feetkz1v15mi&t=1,193,0,0
1724655303120,1489,Login-141,400,Exception while decoding the payload,Spike test 1-9,text,false,,532,117164,27,27,https://self.events.data.microsoft.com/OneCollector/1.0/,1489,0,375
1724655304444,165,Login-137,200,OK,Spike test 1-30,text,true,,1221,2102,27,27,https://play.google.com/log?format=json&hasfast=true&authuser=0,165,0,68
1724655304588,24,Logout-170,200,OK,Spike test 1-28,text,true,,1154,760,27,27,https://beacons.gcp.gvt2.com/domainreliability/upload,24,0,0
1724655304054,558,Logout,,"Number of samples in transaction : 3, number of failing samples : 1",Spike test 1-28,,false,,2077,10855,27,27,null,526,1,0
1724655304474,145,Login-138,200,OK,Spike test 1-4,text,true,,2129,146,27,27,https://spclient.wg.spotify.com/v1/live-tile-xml?region=VN&language=vi-VN,145,0,64
1724655303893,728,Add requirement-150,200,OK,Spike test 1-15,text,true,,1306,6158,27,27,https://excel-telemetry.officeapps.live.com/xt/RemoteUls.ashx?waccluster=PSG4&officeserverversion=16.0.18019.42308&usid=88c0e468-4324-5dad-53f0-3a0b340b744e,728,0,487
1724655304431,194,Add requirement-156,200,OK,Spike test 1-19,text,true,,522,1673,27,27,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=m_l92DFpU0Vsa3akJ4vEk77-j2c7OhdOKLSw1RMbZHo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=31420&CVER=22&zx=feetkz1v15mi&t=1,194,0,0
1724655304315,357,Logout-168,400,Exception while decoding the payload,Spike test 1-27,text,false,,562,8166,28,28,https://self.events.data.microsoft.com/OneCollector/1.0/,356,0,0
1724655304544,135,Add requirement-148,200,OK,Spike test 1-10,,true,,1186,1451,28,28,https://common.online.office.com/suite/RemoteTelemetry.ashx?usid=88c0e468-4324-5dad-53f0-3a0b340b744e,135,0,97
1724655304498,194,Add requirement-152,400,Bad Request,Spike test 1-14,text,false,,1955,1383,28,28,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=LtEtFdAiucjAzro1BxYkQ6gkR0Gc8uyVTPG2HtsAVSo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=rpc&SID=kMD0fAWYhnTLCgbn185Ofg&AID=45&CI=0&TYPE=xmlhttp&zx=qctzjsla2ybd&t=4,194,0,0
1724655304511,182,Login-137,200,OK,Spike test 1-29,text,true,,1219,2102,28,28,https://play.google.com/log?format=json&hasfast=true&authuser=0,181,0,70
1724655304672,24,Logout-170,200,OK,Spike test 1-27,text,true,,1154,760,28,28,https://beacons.gcp.gvt2.com/domainreliability/upload,24,0,0
1724655304281,414,Logout,,"Number of samples in transaction : 3, number of failing samples : 1",Spike test 1-27,,false,,2107,10855,28,28,null,380,1,0
1724655304619,99,Login-139,200,OK,Spike test 1-4,text,true,,1154,967,28,28,https://beacons.gcp.gvt2.com/domainreliability/upload,99,0,66
1724655304528,192,Add requirement-162,200,OK,Spike test 1-26,text,true,,489,968,28,28,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=pz2xfU1Zx9EsqgXjieaMLu6RjJdz1LVMiD8mhEq13zI&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=67972&CVER=22&zx=aongicu2a22q&t=1,192,0,0
1724655304679,45,Add requirement-149,204,No Content,Spike test 1-10,text,true,,391,1295,28,28,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=954.312&euri=https%3A%2F%2Fdrive.google.com%2F&lact=73790&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&afmt=140&idpj=-1&ldpj=-3&rti=954&st=724.26&et=724.26&muted=0&vis=3&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,0
1724655304016,720,Add requirement-150,200,OK,Spike test 1-13,text,true,,1306,6158,28,28,https://excel-telemetry.officeapps.live.com/xt/RemoteUls.ashx?waccluster=PSG4&officeserverversion=16.0.18019.42308&usid=88c0e468-4324-5dad-53f0-3a0b340b744e,720,0,481
1724655304609,152,Login-138,200,OK,Spike test 1-30,text,true,,2204,146,28,28,https://spclient.wg.spotify.com/v1/live-tile-xml?region=VN&language=vi-VN,152,0,69
1724655304608,161,Login-142,200,OK,Spike test 1-9,text,true,,2148,4558,28,28,https://excel.officeapps.live.com/x/_vti_bin/EwaInternalWebService.json/GetSessionStatus?context=%7B%22WorkbookMetadataParameter%22%3A%7B%22WorkbookMetadataState%22%3A%7B%22MetadataVersion%22%3A6%2C%22ServerEventVersion%22%3A0%7D%7D%2C%22ClientRequestId%22%3A%22c72e390d-2ab4-4ab8-a3c3-f2ba89d80202%22%2C%22InstantaneousType%22%3A0%2C%22MakeInstantaneousChange%22%3Afalse%2C%22SessionId%22%3A%2215.SG2PEPF000DE94D1.A108.1.U36.76faff0a-d272-4f3d-b910-ded867cb7cb414.5.en-US5.en-US16.1003200184ed79ce1.S24.XgfuPf5MmEywg3lUbuHWQg%3D%3D16.16.0.18019.4230814.5.en-US5.en-US1.M1.N0.1.S%22%2C%22TransientEditSessionToken%22%3A%221fBS%2F9VTUUaYz1Cor2hHjw%3D%3D%22%2C%22PermissionFlags%22%3A786431%2C%22Configurations%22%3A5767952%2C%22CompleteResponseTimeout%22%3A0%2C%22IsWindowHidden%22%3Atrue%2C%22IsWindowVisible%22%3Afalse%2C%22CollaborationParameter%22%3A%7B%22CollaborationState%22%3A%7B%22UserListVersion%22%3A2%2C%22CollabStateId%22%3A6%7D%7D%2C%22MachineCluster%22%3A%22PSG4%22%2C%22AjaxOptions%22%3A0%2C%22ReturnSheetProcessedData%22%3Afalse%2C%22HasAnyNonOcsCoauthor%22%3Afalse%7D&waccluster=PSG4,161,0,114
1724655302666,2103,Login,,"Number of samples in transaction : 6, number of failing samples : 1",Spike test 1-9,,false,,7097,126045,28,28,null,2029,1,734
1724655304580,189,Add requirement-156,200,OK,Spike test 1-21,text,true,,522,1673,28,28,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=m_l92DFpU0Vsa3akJ4vEk77-j2c7OhdOKLSw1RMbZHo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=31420&CVER=22&zx=feetkz1v15mi&t=1,189,0,0
1724655304614,171,Login-137,200,OK,Spike test 1-28,text,true,,1126,2102,28,28,https://play.google.com/log?format=json&hasfast=true&authuser=0,170,0,68
1724655304664,126,Login-137,200,OK,Spike test 1-3,text,true,,1069,1913,28,28,https://play.google.com/log?format=json&hasfast=true&authuser=0,126,0,53
1724655304721,72,Add requirement-163,200,OK,Spike test 1-26,text,true,,354,462,28,28,https://beacons4.gvt2.com/domainreliability/upload-nel,72,0,48
1724655303479,1324,Login-141,400,Exception while decoding the payload,Spike test 1-8,text,false,,532,117164,28,28,https://self.events.data.microsoft.com/OneCollector/1.0/,1324,0,361
1724655304596,206,Add requirement-156,200,OK,Spike test 1-20,text,true,,522,1673,28,28,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=m_l92DFpU0Vsa3akJ4vEk77-j2c7OhdOKLSw1RMbZHo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=31420&CVER=22&zx=feetkz1v15mi&t=1,206,0,0
1724655303647,1161,Add requirement-153,401,Unauthorized,Spike test 1-18,text,false,,796,1359,28,28,https://signaler-pa.clients6.google.com/punctual/v1/chooseServer?key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ,1161,0,0
1724655304625,189,Add requirement-157,200,OK,Spike test 1-19,text,true,,463,982,28,28,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=m_l92DFpU0Vsa3akJ4vEk77-j2c7OhdOKLSw1RMbZHo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=rpc&SID=JpU0of54RBf546DfuK7wWg&AID=0&CI=0&TYPE=xmlhttp&zx=mkruat7aa4qd&t=1,189,0,0
1724655304693,122,Login-138,200,OK,Spike test 1-29,text,true,,1778,146,28,28,https://spclient.wg.spotify.com/v1/live-tile-xml?region=VN&language=vi-VN,122,0,50
1724655304718,97,Login-140,204,No Content,Spike test 1-4,text,true,,391,1297,28,28,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=914.321&euri=https%3A%2F%2Fdrive.google.com%2F&lact=33799&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&rtn=954&afmt=140&idpj=-1&ldpj=-3&rti=914&st=721.96&et=724.26&muted=0&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,64
1724655304793,25,Add requirement-164,200,OK,Spike test 1-26,text,true,,1154,817,28,28,https://beacons4.gvt2.com/domainreliability/upload-nel,25,0,0
1724655304761,77,Login-139,200,OK,Spike test 1-30,text,true,,1154,967,28,28,https://beacons.gcp.gvt2.com/domainreliability/upload,77,0,51
1724655304697,143,Login-137,200,OK,Spike test 1-27,text,true,,1173,2102,28,28,https://play.google.com/log?format=json&hasfast=true&authuser=0,142,0,50
1724655304621,245,Add requirement-151,200,OK,Spike test 1-15,text,true,,463,983,28,28,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=LtEtFdAiucjAzro1BxYkQ6gkR0Gc8uyVTPG2HtsAVSo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=rpc&SID=kMD0fAWYhnTLCgbn185Ofg&AID=45&CI=0&TYPE=xmlhttp&zx=qctzjsla2ybd&t=4,245,0,54
1724655303703,1166,Add requirement-161,401,Unauthorized,Spike test 1-25,text,false,,796,1031,28,28,https://signaler-pa.clients6.google.com/punctual/v1/chooseServer?key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ,1166,0,0
1724655304769,105,Add requirement-143,200,OK,Spike test 1-9,text,true,,3200,1050,28,28,https://assets.msn.com/content/v1/cms/api/amp/Document/BBIcbQS?akmprotocol=h2,105,0,67
1724655304815,75,Login-139,200,OK,Spike test 1-29,text,true,,1154,967,28,28,https://beacons.gcp.gvt2.com/domainreliability/upload,75,0,51
1724655304874,36,Add requirement-144,200,OK,Spike test 1-9,text,true,,2894,1034,28,28,https://assets.msn.com/content/v1/cms/api/amp/Document/AAPDEK,36,0,0
1724655304785,129,Login-138,200,OK,Spike test 1-28,text,true,,2204,146,28,28,https://spclient.wg.spotify.com/v1/live-tile-xml?region=VN&language=vi-VN,129,0,54
1724655304808,107,Add requirement-154,200,OK,Spike test 1-18,text,true,,1220,2500,28,28,https://youtube.googleapis.com/youtubei/v1/log_event?alt=json&key=AIzaSyAO_FJ2SlqU8Q4STEHLGCilw_Y9_11qcW8,107,0,67
1724655304195,723,Add requirement-150,200,OK,Spike test 1-12,text,true,,1306,6158,28,28,https://excel-telemetry.officeapps.live.com/xt/RemoteUls.ashx?waccluster=PSG4&officeserverversion=16.0.18019.42308&usid=88c0e468-4324-5dad-53f0-3a0b340b744e,723,0,482
1724655304791,138,Login-138,200,OK,Spike test 1-3,text,true,,2129,146,28,28,https://spclient.wg.spotify.com/v1/live-tile-xml?region=VN&language=vi-VN,138,0,57
1724655304838,96,Login-140,204,No Content,Spike test 1-30,text,true,,391,1301,28,28,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=914.321&euri=https%3A%2F%2Fdrive.google.com%2F&lact=33799&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&rtn=954&afmt=140&idpj=-1&ldpj=-3&rti=914&st=721.96&et=724.26&muted=0&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,64
1724655304802,141,Login-142,200,OK,Spike test 1-8,text,true,,2148,4558,28,28,https://excel.officeapps.live.com/x/_vti_bin/EwaInternalWebService.json/GetSessionStatus?context=%7B%22WorkbookMetadataParameter%22%3A%7B%22WorkbookMetadataState%22%3A%7B%22MetadataVersion%22%3A6%2C%22ServerEventVersion%22%3A0%7D%7D%2C%22ClientRequestId%22%3A%22c72e390d-2ab4-4ab8-a3c3-f2ba89d80202%22%2C%22InstantaneousType%22%3A0%2C%22MakeInstantaneousChange%22%3Afalse%2C%22SessionId%22%3A%2215.SG2PEPF000DE94D1.A108.1.U36.76faff0a-d272-4f3d-b910-ded867cb7cb414.5.en-US5.en-US16.1003200184ed79ce1.S24.XgfuPf5MmEywg3lUbuHWQg%3D%3D16.16.0.18019.4230814.5.en-US5.en-US1.M1.N0.1.S%22%2C%22TransientEditSessionToken%22%3A%221fBS%2F9VTUUaYz1Cor2hHjw%3D%3D%22%2C%22PermissionFlags%22%3A786431%2C%22Configurations%22%3A5767952%2C%22CompleteResponseTimeout%22%3A0%2C%22IsWindowHidden%22%3Atrue%2C%22IsWindowVisible%22%3Afalse%2C%22CollaborationParameter%22%3A%7B%22CollaborationState%22%3A%7B%22UserListVersion%22%3A2%2C%22CollabStateId%22%3A6%7D%7D%2C%22MachineCluster%22%3A%22PSG4%22%2C%22AjaxOptions%22%3A0%2C%22ReturnSheetProcessedData%22%3Afalse%2C%22HasAnyNonOcsCoauthor%22%3Afalse%7D&waccluster=PSG4,141,0,83
1724655302998,1931,Login,,"Number of samples in transaction : 6, number of failing samples : 1",Spike test 1-8,,false,,7587,126045,28,28,null,1857,15,697
1724655304769,190,Add requirement-157,200,OK,Spike test 1-21,text,true,,463,982,28,28,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=m_l92DFpU0Vsa3akJ4vEk77-j2c7OhdOKLSw1RMbZHo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=rpc&SID=JpU0of54RBf546DfuK7wWg&AID=0&CI=0&TYPE=xmlhttp&zx=mkruat7aa4qd&t=1,190,0,0
1724655304890,74,Login-140,204,No Content,Spike test 1-29,text,true,,391,1301,28,28,https://video.google.com/api/stats/watchtime?ns=gd&el=preview&cpn=ffkXBc4gPbSRuVEQ&ver=2&cmt=724.26&fmt=137&fs=0&rt=914.321&euri=https%3A%2F%2Fdrive.google.com%2F&lact=33799&cl=665637979&state=paused&volume=100&cbr=Chrome&cbrver=126.0.0.0&c=WEB_EMBEDDED_PLAYER&cver=1.20240820.01.00&cplayer=UNIPLAYER&cos=Windows&cosver=10.0&cplatform=DESKTOP&hl=en_US&cr=VN&len=747.357&rtn=954&afmt=140&idpj=-1&ldpj=-3&rti=914&st=721.96&et=724.26&muted=0&docid=1CfAfELzNft4MijLESZ9jLCLUHvCHsySf,0,0,47
1724655301303,3662,Add requirement-150,200,OK,Spike test 1-22,text,true,,1306,6158,28,28,https://excel-telemetry.officeapps.live.com/xt/RemoteUls.ashx?waccluster=PSG4&officeserverversion=16.0.18019.42308&usid=88c0e468-4324-5dad-53f0-3a0b340b744e,3662,0,485
1724655304840,154,Login-138,200,OK,Spike test 1-27,text,true,,2204,146,28,28,https://spclient.wg.spotify.com/v1/live-tile-xml?region=VN&language=vi-VN,154,0,66
1724655304736,260,Add requirement-151,200,OK,Spike test 1-13,text,true,,463,983,29,29,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=LtEtFdAiucjAzro1BxYkQ6gkR0Gc8uyVTPG2HtsAVSo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=rpc&SID=kMD0fAWYhnTLCgbn185Ofg&AID=45&CI=0&TYPE=xmlhttp&zx=qctzjsla2ybd&t=4,260,0,63
1724655304802,200,Add requirement-157,200,OK,Spike test 1-20,text,true,,463,982,29,29,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=m_l92DFpU0Vsa3akJ4vEk77-j2c7OhdOKLSw1RMbZHo&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=rpc&SID=JpU0of54RBf546DfuK7wWg&AID=0&CI=0&TYPE=xmlhttp&zx=mkruat7aa4qd&t=1,200,0,0
1724655304914,97,Login-139,200,OK,Spike test 1-28,text,true,,1154,967,29,29,https://beacons.gcp.gvt2.com/domainreliability/upload,97,0,65
1724655304814,201,Add requirement-158,200,OK,Spike test 1-19,text,true,,463,983,29,29,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=jWCCJ6W7F4rs0DW3J4hOU-Bv-HV3Vhl8o8QwE_SpVSA&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=rpc&SID=9Aq_bFFVYcaqemOwcND3sQ&AID=45&CI=0&TYPE=xmlhttp&zx=v3zuq2bfjvdw&t=4,201,0,0
1724655304818,207,Add requirement-165,200,OK,Spike test 1-26,text,true,,522,1345,29,29,https://signaler-pa.clients6.google.com/punctual/multi-watch/channel?VER=8&gsessionid=pz2xfU1Zx9EsqgXjieaMLu6RjJdz1LVMiD8mhEq13zI&key=AIzaSyAWGrfCCr7albM3lmCc937gx4uIphbpeKQ&RID=67972&CVER=22&zx=aongicu2a22q&t=1,207,0,0
1724655304910,115,Add requirement-146,204,No Content,Spike test 1-9,text,true,,1964,1282,29,29,https://translate.google.com/_/TranslateWebserverUi/gen204/?tmambps=0.008642518179161663&rtembps=-1&rttms=23.73285502320798&ct=undefined,0,0,65
1724655304930,98,Login-139,200,OK,Spike test 1-3,text,true,,1154,967,29,29,https://beacons.gcp.gvt2.com/domainreliability/upload,98,0,66
1724655303812,1239,Login-141,400,Exception while decoding the payload,Spike test 1-7,text,false,,532,117164,29,29,https://self.events.data.microsoft.com/OneCollector/1.0/,1239,0,355
